<TICKER>;<PER>;<DATE>;<TIME>;<HIGH>;<LOW>;<CLOSE>;<VOL>
Газпрнефть;W;12/09/22;00:00;443.4;423.65;436.7;1426146
Газпрнефть;W;19/09/22;00:00;436;350;365.1;3515209
Газпрнефть;W;26/09/22;00:00;368.95;321;338.8;2896245
Газпрнефть;W;03/10/22;00:00;374.25;341.85;350.65;1794321
Газпрнефть;W;10/10/22;00:00;382.95;327;377.85;1599594
Газпрнефть;W;17/10/22;00:00;397.05;376.45;396.15;1223524
Газпрнефть;W;24/10/22;00:00;435;395;430.5;1542601
Газпрнефть;W;31/10/22;00:00;448.05;424.35;445.95;3634354
Газпрнефть;W;07/11/22;00:00;460.45;436;455.55;3422358
Газпрнефть;W;14/11/22;00:00;472;441.8;459.45;7470316
Газпрнефть;W;21/11/22;00:00;470.95;447.6;465.5;3156081
Газпрнефть;W;28/11/22;00:00;470.65;460.05;469.45;1989326
Газпрнефть;W;05/12/22;00:00;479.9;465.65;471.35;2072735
Газпрнефть;W;12/12/22;00:00;479.1;455;464.95;2615900
Газпрнефть;W;19/12/22;00:00;497;460.35;496.1;4656731
Газпрнефть;W;26/12/22;00:00;514.85;446.1;459.5;10451295
Газпрнефть;W;02/01/23;00:00;457.55;453.1;454.55;799341
Газпрнефть;W;09/01/23;00:00;458.85;450.25;452.6;1430896
Газпрнефть;W;16/01/23;00:00;454.25;435.25;436;2094594
Газпрнефть;W;23/01/23;00:00;450;436;447;1832752
Газпрнефть;W;30/01/23;00:00;451.15;434;440.55;2001052
Газпрнефть;W;06/02/23;00:00;450;429.1;430.6;3419396
Газпрнефть;W;13/02/23;00:00;435.55;410.1;421.2;2740392
Газпрнефть;W;20/02/23;00:00;427.2;408.2;409.2;2761896
Газпрнефть;W;27/02/23;00:00;436.5;407.9;429;3862245
Газпрнефть;W;06/03/23;00:00;442.65;426;441.3;2486392
Газпрнефть;W;13/03/23;00:00;453;432.6;453;2797485
Газпрнефть;W;20/03/23;00:00;464.6;447;459.85;2785799
Газпрнефть;W;27/03/23;00:00;478.05;460.1;475.15;2461463
Газпрнефть;W;03/04/23;00:00;492.35;471.05;486.6;3898421
Газпрнефть;W;10/04/23;00:00;495;480.5;493.55;1627159
Газпрнефть;W;17/04/23;00:00;506.05;490.1;505.4;2176582
Газпрнефть;W;24/04/23;00:00;509.6;495.7;501.1;1508960
Газпрнефть;W;01/05/23;00:00;501.85;461;476;2020241
Газпрнефть;W;08/05/23;00:00;507.55;473.65;498.9;1660343
Газпрнефть;W;15/05/23;00:00;550;499;550;4096318
Газпрнефть;W;22/05/23;00:00;579.45;506.8;512.4;14539134
Газпрнефть;W;29/05/23;00:00;520.8;502;518.45;2612176
Газпрнефть;W;05/06/23;00:00;530;501;516.7;2592567
Газпрнефть;W;12/06/23;00:00;532.45;516.35;527;1430181
Газпрнефть;W;19/06/23;00:00;540;510.2;513.95;2017202
Газпрнефть;W;26/06/23;00:00;530.15;507.05;527.95;1526323
Газпрнефть;W;03/07/23;00:00;535;507.75;518.3;2642945
Газпрнефть;W;10/07/23;00:00;533.2;513.35;529.9;1983616
Газпрнефть;W;17/07/23;00:00;551.8;525.35;534.3;2458376
Газпрнефть;W;24/07/23;00:00;555;529.1;549.5;2354575
Газпрнефть;W;31/07/23;00:00;606;554;579.9;5852776
Газпрнефть;W;07/08/23;00:00;633.5;570.5;630.15;4902689
Газпрнефть;W;14/08/23;00:00;665.95;615;643.9;8189277
Газпрнефть;W;21/08/23;00:00;677.45;631.3;660.95;5359470
Газпрнефть;W;28/08/23;00:00;667.4;643.4;661.4;2488004
Газпрнефть;W;04/09/23;00:00;680;632.55;646.5;4006783
Газпрнефть;W;11/09/23;00:00;699;638;677.85;3647560
Газпрнефть;W;18/09/23;00:00;693.7;636;660.6;4463958
Газпрнефть;W;25/09/23;00:00;725;649.7;717.4;3770116
Газпрнефть;W;02/10/23;00:00;729.7;694;718.7;5385595
Газпрнефть;W;09/10/23;00:00;749.95;721;747.45;4282046
Газпрнефть;W;16/10/23;00:00;810.95;746.2;806;6280925
Газпрнефть;W;23/10/23;00:00;808.25;779.1;799.9;3386952
Газпрнефть;W;30/10/23;00:00;830.3;775.05;818.55;6215447
Газпрнефть;W;06/11/23;00:00;867;808.1;857.4;14773273
Газпрнефть;W;13/11/23;00:00;872.85;829;848.15;6451520
Газпрнефть;W;20/11/23;00:00;879.65;844.95;870.2;4890442
Газпрнефть;W;27/11/23;00:00;879;863.2;870.7;3295118
Газпрнефть;W;04/12/23;00:00;870.95;849.15;857;3257262
Газпрнефть;W;11/12/23;00:00;863;825.6;853.7;4699879
Газпрнефть;W;18/12/23;00:00;921.4;858;912.3;8252428
Газпрнефть;W;25/12/23;00:00;935.6;828.55;847.65;16095362
Газпрнефть;W;01/01/24;00:00;854;840.5;842.6;1279031
Газпрнефть;W;08/01/24;00:00;868.7;826.1;851;5148888
Газпрнефть;W;15/01/24;00:00;858;837.6;844;2689716
Газпрнефть;W;22/01/24;00:00;847.65;797;816.85;5446585
Газпрнефть;W;29/01/24;00:00;836.95;813.6;818;3243933
Газпрнефть;W;05/02/24;00:00;846.85;811.35;824.7;3365278
Газпрнефть;W;12/02/24;00:00;834.85;812.3;816.7;2466171
Газпрнефть;W;19/02/24;00:00;817.9;780;790.2;3849490
Газпрнефть;W;26/02/24;00:00;817.85;790;817.45;2921989
Газпрнефть;W;04/03/24;00:00;836.35;817.45;829.8;3036912
Газпрнефть;W;11/03/24;00:00;835.5;804.35;811.9;3411129
Газпрнефть;W;18/03/24;00:00;818.65;733.9;737.95;19680912
Газпрнефть;W;25/03/24;00:00;748.35;722.55;741.8;9180919
Газпрнефть;W;01/04/24;00:00;779.8;743.2;764.5;9135799
Газпрнефть;W;08/04/24;00:00;776.3;745.65;772.05;5783677
Газпрнефть;W;15/04/24;00:00;788.9;755.5;757.85;5633073
Газпрнефть;W;22/04/24;00:00;763.65;747;749.25;3705173
Газпрнефть;W;29/04/24;00:00;752.2;738.75;739.8;1276353
Газпрнефть;W;06/05/24;00:00;757.55;733.5;751;1747010
Газпрнефть;W;13/05/24;00:00;770;738.15;762.8;3655059
Газпрнефть;W;20/05/24;00:00;768;722.3;729.2;5107057
Газпрнефть;W;27/05/24;00:00;729.1;666.25;676.15;6958050
Газпрнефть;W;03/06/24;00:00;732.9;630.1;725.7;12824309
Газпрнефть;W;10/06/24;00:00;744.35;665.2;733.4;5562804
Газпрнефть;W;17/06/24;00:00;736.5;680.9;699.2;4049333
Газпрнефть;W;24/06/24;00:00;710.7;684.35;693.3;3019383
Газпрнефть;W;01/07/24;00:00;717.8;684.05;689;4865241
Газпрнефть;W;08/07/24;00:00;684.2;631;655.3;8565116
Газпрнефть;W;15/07/24;00:00;683;634;683;6594175
Газпрнефть;W;22/07/24;00:00;712.5;683.75;684.4;6209358
Газпрнефть;W;29/07/24;00:00;686.55;662.5;677;4018401
Газпрнефть;W;05/08/24;00:00;684.45;647.65;668.8;4105581
Газпрнефть;W;12/08/24;00:00;696;660.5;671.4;2836112
Газпрнефть;W;19/08/24;00:00;674;620;640;5300230
Газпрнефть;W;26/08/24;00:00;695.1;640.3;656.2;9392872
Газпрнефть;W;02/09/24;00:00;666.35;629;661.25;6883676
Газпрнефть;W;09/09/24;00:00;673.45;661.6;672;1508573
ГАЗПРОМ ао;W;11/01/10;00:00;196.9;187.25;187.86;252493343
ГАЗПРОМ ао;W;18/01/10;00:00;190.5;178.51;181.5;257794236
ГАЗПРОМ ао;W;25/01/10;00:00;186.47;177.1;186.44;295516676
ГАЗПРОМ ао;W;01/02/10;00:00;195.27;178.42;182.31;393997820
ГАЗПРОМ ао;W;08/02/10;00:00;184.35;162.01;163.04;448260362
ГАЗПРОМ ао;W;15/02/10;00:00;174.5;162.5;171.83;334967155
ГАЗПРОМ ао;W;22/02/10;00:00;172.12;164.29;167.61;179023396
ГАЗПРОМ ао;W;01/03/10;00:00;177.56;166.33;176.8;321967115
ГАЗПРОМ ао;W;08/03/10;00:00;178.09;170.4;172.71;231234363
ГАЗПРОМ ао;W;15/03/10;00:00;174.22;166.39;167.06;252573641
ГАЗПРОМ ао;W;22/03/10;00:00;170.33;159.49;161.1;355169349
ГАЗПРОМ ао;W;29/03/10;00:00;176.7;160.01;175.34;402302908
ГАЗПРОМ ао;W;05/04/10;00:00;178.83;172.76;175.15;319171953
ГАЗПРОМ ао;W;12/04/10;00:00;185.22;173.75;179.99;390572044
ГАЗПРОМ ао;W;19/04/10;00:00;177.1;169.67;175;355102431
ГАЗПРОМ ао;W;26/04/10;00:00;178.68;169.85;170;320739593
ГАЗПРОМ ао;W;03/05/10;00:00;172.2;153.5;155;277520438
ГАЗПРОМ ао;W;10/05/10;00:00;168.4;157.62;159.86;245888410
ГАЗПРОМ ао;W;17/05/10;00:00;164.11;146.75;150;363980327
ГАЗПРОМ ао;W;24/05/10;00:00;159.72;142.09;157.88;418263856
ГАЗПРОМ ао;W;31/05/10;00:00;168.19;154.39;163;344859897
ГАЗПРОМ ао;W;07/06/10;00:00;163.47;154.9;156.44;293617653
ГАЗПРОМ ао;W;14/06/10;00:00;161.2;156.1;159.4;201187174
ГАЗПРОМ ао;W;21/06/10;00:00;163.73;151.75;152;213438884
ГАЗПРОМ ао;W;28/06/10;00:00;155.81;143.04;148.25;211590826
ГАЗПРОМ ао;W;05/07/10;00:00;155.16;146.85;154.2;177283290
ГАЗПРОМ ао;W;12/07/10;00:00;161.09;152.72;155.19;226845419
ГАЗПРОМ ао;W;19/07/10;00:00;162.94;154.09;160.9;204301055
ГАЗПРОМ ао;W;26/07/10;00:00;167;160.13;162.85;216243041
ГАЗПРОМ ао;W;02/08/10;00:00;169.51;163.66;166.88;257005260
ГАЗПРОМ ао;W;09/08/10;00:00;170.64;160.15;161.26;222431388
ГАЗПРОМ ао;W;16/08/10;00:00;165.18;157.81;158.73;187433542
ГАЗПРОМ ао;W;23/08/10;00:00;159.9;154.72;158.56;182032498
ГАЗПРОМ ао;W;30/08/10;00:00;164.65;155.94;163;210030524
ГАЗПРОМ ао;W;06/09/10;00:00;167.39;160.77;164.4;188627066
ГАЗПРОМ ао;W;13/09/10;00:00;166.91;161.62;162.18;199076796
ГАЗПРОМ ао;W;20/09/10;00:00;164.94;157.37;157.97;195411770
ГАЗПРОМ ао;W;27/09/10;00:00;162.01;155.71;160.54;245153671
ГАЗПРОМ ао;W;04/10/10;00:00;164.4;160.31;163.35;278617305
ГАЗПРОМ ао;W;11/10/10;00:00;165.75;160.63;161;237681658
ГАЗПРОМ ао;W;18/10/10;00:00;169.7;159.72;168.49;305490538
ГАЗПРОМ ао;W;25/10/10;00:00;171.4;166.5;168.89;267152546
ГАЗПРОМ ао;W;01/11/10;00:00;171.4;168.95;170.19;108623739
ГАЗПРОМ ао;W;08/11/10;00:00;177.44;169.9;171.69;292018462
ГАЗПРОМ ао;W;15/11/10;00:00;173.2;167.66;172.2;190660096
ГАЗПРОМ ао;W;22/11/10;00:00;175.1;165.6;174.49;308327980
ГАЗПРОМ ао;W;29/11/10;00:00;193.3;172.2;190.7;579707720
ГАЗПРОМ ао;W;06/12/10;00:00;196.3;189.71;192.87;374879451
ГАЗПРОМ ао;W;13/12/10;00:00;198.15;192.6;194.11;313436071
ГАЗПРОМ ао;W;20/12/10;00:00;197.84;192.85;195.32;152523434
ГАЗПРОМ ао;W;27/12/10;00:00;195.8;191.52;193.5;79265694
ГАЗПРОМ ао;W;10/01/11;00:00;202.85;191.98;195.92;244178075
ГАЗПРОМ ао;W;17/01/11;00:00;201.35;191.81;192.71;329925509
ГАЗПРОМ ао;W;24/01/11;00:00;202.24;187.26;199.7;423120177
ГАЗПРОМ ао;W;31/01/11;00:00;213.75;195.83;213.3;482778095
ГАЗПРОМ ао;W;07/02/11;00:00;216.65;205.22;208.5;438547510
ГАЗПРОМ ао;W;14/02/11;00:00;211.48;194.12;195.5;397871285
ГАЗПРОМ ао;W;21/02/11;00:00;211.25;194.85;209.3;350939343
ГАЗПРОМ ао;W;28/02/11;00:00;215.3;207.25;214.12;385129602
ГАЗПРОМ ао;W;07/03/11;00:00;216.12;204;209.1;201212100
ГАЗПРОМ ао;W;14/03/11;00:00;226.89;207.91;224.1;646244870
ГАЗПРОМ ао;W;21/03/11;00:00;226.15;219.2;222.81;309548040
ГАЗПРОМ ао;W;28/03/11;00:00;235.4;222.51;235.1;341960500
ГАЗПРОМ ао;W;04/04/11;00:00;243.7;235.17;243.2;382847400
ГАЗПРОМ ао;W;11/04/11;00:00;247.47;226.9;227.6;443891570
ГАЗПРОМ ао;W;18/04/11;00:00;237.27;217;236.89;342018210
ГАЗПРОМ ао;W;25/04/11;00:00;239.77;228.15;231.78;295011030
ГАЗПРОМ ао;W;02/05/11;00:00;232;204.7;211.68;398355050
ГАЗПРОМ ао;W;09/05/11;00:00;217.19;200.62;201.08;297816810
ГАЗПРОМ ао;W;16/05/11;00:00;206.16;195.6;196.9;356403460
ГАЗПРОМ ао;W;23/05/11;00:00;202.5;190.05;201.82;367790910
ГАЗПРОМ ао;W;30/05/11;00:00;207.75;195.11;196.55;317679300
ГАЗПРОМ ао;W;06/06/11;00:00;212.49;194.07;209.21;395613290
ГАЗПРОМ ао;W;13/06/11;00:00;211.25;198.18;200.8;269122520
ГАЗПРОМ ао;W;20/06/11;00:00;202.87;195.9;199.22;298828630
ГАЗПРОМ ао;W;27/06/11;00:00;206.31;195.6;205;300570280
ГАЗПРОМ ао;W;04/07/11;00:00;208.78;201.21;205.44;248321590
ГАЗПРОМ ао;W;11/07/11;00:00;204.75;198.08;201.6;257197980
ГАЗПРОМ ао;W;18/07/11;00:00;204.9;197.79;202.7;229565520
ГАЗПРОМ ао;W;25/07/11;00:00;203.04;198.4;199.44;220226690
ГАЗПРОМ ао;W;01/08/11;00:00;204.67;176.68;181.8;412524150
ГАЗПРОМ ао;W;08/08/11;00:00;179.45;153.11;169.5;705241540
ГАЗПРОМ ао;W;15/08/11;00:00;176.43;161.51;169.56;386336340
ГАЗПРОМ ао;W;22/08/11;00:00;175.43;165.39;172.8;348587600
ГАЗПРОМ ао;W;29/08/11;00:00;179.4;170.65;171;297728200
ГАЗПРОМ ао;W;05/09/11;00:00;175.98;167.08;168.79;292620640
ГАЗПРОМ ао;W;12/09/11;00:00;170.05;162.02;164.5;356305390
ГАЗПРОМ ао;W;19/09/11;00:00;167.25;145.5;151.25;392732920
ГАЗПРОМ ао;W;26/09/11;00:00;160.2;146.33;155.9;365837460
ГАЗПРОМ ао;W;03/10/11;00:00;155.18;139.4;151;400548680
ГАЗПРОМ ао;W;10/10/11;00:00;164.52;149.12;162.86;388992360
ГАЗПРОМ ао;W;17/10/11;00:00;168.36;157.09;166.01;366787130
ГАЗПРОМ ао;W;24/10/11;00:00;190.24;166.08;185;487871460
ГАЗПРОМ ао;W;31/10/11;00:00;185.43;170.3;183.23;424360600
ГАЗПРОМ ао;W;07/11/11;00:00;188.05;177.02;183.5;392641580
ГАЗПРОМ ао;W;14/11/11;00:00;189.72;179.93;180.01;394420770
ГАЗПРОМ ао;W;21/11/11;00:00;178.19;161.83;165.55;343201910
ГАЗПРОМ ао;W;28/11/11;00:00;186.69;167.8;183.39;454062540
ГАЗПРОМ ао;W;05/12/11;00:00;185.45;169.93;169.93;431183960
ГАЗПРОМ ао;W;12/12/11;00:00;173.5;160.1;169.4;420597530
ГАЗПРОМ ао;W;19/12/11;00:00;173.95;163.55;169.71;284125330
ГАЗПРОМ ао;W;26/12/11;00:00;172.13;165.34;171.36;127472280
ГАЗПРОМ ао;W;02/01/12;00:00;179.37;172.22;176.2;108969080
ГАЗПРОМ ао;W;09/01/12;00:00;180.82;174.33;178.84;212513030
ГАЗПРОМ ао;W;16/01/12;00:00;186.68;175.85;183.48;242012880
ГАЗПРОМ ао;W;23/01/12;00:00;187.43;180.77;182.5;217913500
ГАЗПРОМ ао;W;30/01/12;00:00;189.9;181.03;189.7;219950930
ГАЗПРОМ ао;W;06/02/12;00:00;191.11;186.85;188.16;209585810
ГАЗПРОМ ао;W;13/02/12;00:00;193.69;188.03;189.7;207216650
ГАЗПРОМ ао;W;20/02/12;00:00;194.4;186.73;193.85;148410150
ГАЗПРОМ ао;W;27/02/12;00:00;196;190.7;195.85;208891500
ГАЗПРОМ ао;W;05/03/12;00:00;199.89;191;197.53;158218710
ГАЗПРОМ ао;W;12/03/12;00:00;200.8;195.69;197.01;206334060
ГАЗПРОМ ао;W;19/03/12;00:00;198.59;179.42;182.28;285312990
ГАЗПРОМ ао;W;26/03/12;00:00;186.14;176.33;181.3;244294900
ГАЗПРОМ ао;W;02/04/12;00:00;185.8;177.8;178.07;218852850
ГАЗПРОМ ао;W;09/04/12;00:00;180.35;173.57;177.97;271816640
ГАЗПРОМ ао;W;16/04/12;00:00;178.62;169.02;170.93;296755080
ГАЗПРОМ ао;W;23/04/12;00:00;171.34;163.39;169.27;268336470
ГАЗПРОМ ао;W;30/04/12;00:00;171.85;161.11;164;168058730
ГАЗПРОМ ао;W;07/05/12;00:00;167.08;156.22;158.02;184363100
ГАЗПРОМ ао;W;14/05/12;00:00;158;137.07;139.58;376999890
ГАЗПРОМ ао;W;21/05/12;00:00;144.56;136.54;143;268609710
ГАЗПРОМ ао;W;28/05/12;00:00;150.51;143.61;148.65;288187110
ГАЗПРОМ ао;W;04/06/12;00:00;153.2;146.45;152.14;232242750
ГАЗПРОМ ао;W;11/06/12;00:00;156.94;150.7;156.2;139073920
ГАЗПРОМ ао;W;18/06/12;00:00;159.14;153.56;154.9;177703900
ГАЗПРОМ ао;W;25/06/12;00:00;154.98;150.2;153.76;167494670
ГАЗПРОМ ао;W;02/07/12;00:00;160.78;153.05;155.41;179031580
ГАЗПРОМ ао;W;09/07/12;00:00;156.7;151;153.33;137968920
ГАЗПРОМ ао;W;16/07/12;00:00;157.58;152.99;153.01;145648170
ГАЗПРОМ ао;W;23/07/12;00:00;152.46;144.23;152.35;189372200
ГАЗПРОМ ао;W;30/07/12;00:00;155.09;147.55;151.1;189162510
ГАЗПРОМ ао;W;06/08/12;00:00;156.99;150.79;153.85;166055450
ГАЗПРОМ ао;W;13/08/12;00:00;157.99;153.54;156.83;131741830
ГАЗПРОМ ао;W;20/08/12;00:00;159.3;153.7;156.81;135001450
ГАЗПРОМ ао;W;27/08/12;00:00;157.77;154.57;157.4;134463100
ГАЗПРОМ ао;W;03/09/12;00:00;163.85;154.99;163.24;186858030
ГАЗПРОМ ао;W;10/09/12;00:00;171.04;161.87;169.52;204728390
ГАЗПРОМ ао;W;17/09/12;00:00;170.6;162;163.8;208407250
ГАЗПРОМ ао;W;24/09/12;00:00;163.35;156.31;157.75;148555200
ГАЗПРОМ ао;W;01/10/12;00:00;161;155.2;159.07;154846510
ГАЗПРОМ ао;W;08/10/12;00:00;159.92;151.27;152.36;167576350
ГАЗПРОМ ао;W;15/10/12;00:00;157.51;151.31;154.68;155703360
ГАЗПРОМ ао;W;22/10/12;00:00;156.85;150.11;151.56;148937930
ГАЗПРОМ ао;W;29/10/12;00:00;151.76;141.83;146.03;187017420
ГАЗПРОМ ао;W;05/11/12;00:00;147.81;141.52;145.6;124210010
ГАЗПРОМ ао;W;12/11/12;00:00;146.45;138;140.2;179108680
ГАЗПРОМ ао;W;19/11/12;00:00;143.6;139.21;141.63;124758570
ГАЗПРОМ ао;W;26/11/12;00:00;142.29;136.5;138.67;175756310
ГАЗПРОМ ао;W;03/12/12;00:00;142.99;138.33;139.5;169089860
ГАЗПРОМ ао;W;10/12/12;00:00;141.6;139.03;139.41;154044820
ГАЗПРОМ ао;W;17/12/12;00:00;144.5;138.51;144.35;219238000
ГАЗПРОМ ао;W;24/12/12;00:00;145.82;143.68;143.7;96595780
ГАЗПРОМ ао;W;07/01/13;00:00;149.51;145.64;147.97;97495230
ГАЗПРОМ ао;W;14/01/13;00:00;149.85;146.03;148.42;145757520
ГАЗПРОМ ао;W;21/01/13;00:00;148.7;144.85;146.4;118558390
ГАЗПРОМ ао;W;28/01/13;00:00;147.99;141.27;142.28;160626390
ГАЗПРОМ ао;W;04/02/13;00:00;143.19;136.8;137.68;155053610
ГАЗПРОМ ао;W;11/02/13;00:00;138.2;131.72;133.99;259194180
ГАЗПРОМ ао;W;18/02/13;00:00;137.98;133.3;136.81;173726790
ГАЗПРОМ ао;W;25/02/13;00:00;138.52;133.98;134.75;159333980
ГАЗПРОМ ао;W;04/03/13;00:00;137.32;132.54;133.73;164311470
ГАЗПРОМ ао;W;11/03/13;00:00;144.82;134.86;144.5;321794330
ГАЗПРОМ ао;W;18/03/13;00:00;145.95;140;140.18;220252970
ГАЗПРОМ ао;W;25/03/13;00:00;142.35;131.98;134.08;206922650
ГАЗПРОМ ао;W;01/04/13;00:00;134.48;128.77;130.5;208369120
ГАЗПРОМ ао;W;08/04/13;00:00;132.16;125.11;126.7;209347220
ГАЗПРОМ ао;W;15/04/13;00:00;126.7;119.62;120.11;263214470
ГАЗПРОМ ао;W;22/04/13;00:00;125.59;118.64;122.82;245834230
ГАЗПРОМ ао;W;29/04/13;00:00;128.79;121.65;128.7;102816480
ГАЗПРОМ ао;W;06/05/13;00:00;133.63;127.57;132.89;112381630
ГАЗПРОМ ао;W;13/05/13;00:00;132.66;121.54;125.49;216453070
ГАЗПРОМ ао;W;20/05/13;00:00;128.4;118.87;120;210635300
ГАЗПРОМ ао;W;27/05/13;00:00;123.42;118.09;123.4;231045240
ГАЗПРОМ ао;W;03/06/13;00:00;122.96;116.58;117.25;230377480
ГАЗПРОМ ао;W;10/06/13;00:00;118.11;108.15;109.8;184491300
ГАЗПРОМ ао;W;17/06/13;00:00;113.95;107.43;109.6;181944760
ГАЗПРОМ ао;W;24/06/13;00:00;111.08;106.5;109.1;172479850
ГАЗПРОМ ао;W;01/07/13;00:00;115.46;107.51;113.57;185526950
ГАЗПРОМ ао;W;08/07/13;00:00;122;112.52;121.85;166962020
ГАЗПРОМ ао;W;15/07/13;00:00;134.25;121.34;129.53;282880650
ГАЗПРОМ ао;W;22/07/13;00:00;132.45;125.6;128.84;173766440
ГАЗПРОМ ао;W;29/07/13;00:00;131.68;127.4;128.45;125549500
ГАЗПРОМ ао;W;05/08/13;00:00;129.42;124.14;128.24;122303880
ГАЗПРОМ ао;W;12/08/13;00:00;134.74;128.5;130.79;186343540
ГАЗПРОМ ао;W;19/08/13;00:00;134.85;130;133.1;155564920
ГАЗПРОМ ао;W;26/08/13;00:00;134.12;129.61;131.9;116059400
ГАЗПРОМ ао;W;02/09/13;00:00;143.98;130.05;141.97;233390610
ГАЗПРОМ ао;W;09/09/13;00:00;148.7;142.1;142.35;303621700
ГАЗПРОМ ао;W;16/09/13;00:00;149.7;143.04;147.71;291373820
ГАЗПРОМ ао;W;23/09/13;00:00;147.96;143.6;145.07;169563290
ГАЗПРОМ ао;W;30/09/13;00:00;146.04;140.91;144.85;188291920
ГАЗПРОМ ао;W;07/10/13;00:00;154.47;142.8;153.22;303030050
ГАЗПРОМ ао;W;14/10/13;00:00;158.69;152.12;157.1;238724200
ГАЗПРОМ ао;W;21/10/13;00:00;157.6;147.9;150.08;264867450
ГАЗПРОМ ао;W;28/10/13;00:00;152.7;148.75;150.44;197680240
ГАЗПРОМ ао;W;04/11/13;00:00;151.5;146.28;147.55;207979500
ГАЗПРОМ ао;W;11/11/13;00:00;148.75;142.35;147.14;284172130
ГАЗПРОМ ао;W;18/11/13;00:00;150.8;147.5;149.59;217441430
ГАЗПРОМ ао;W;25/11/13;00:00;150.29;140.82;143.1;291526540
ГАЗПРОМ ао;W;02/12/13;00:00;144.09;134.81;137.48;314022870
ГАЗПРОМ ао;W;09/12/13;00:00;138.85;132.69;133.38;268783100
ГАЗПРОМ ао;W;16/12/13;00:00;142.48;132.32;141.5;341160490
ГАЗПРОМ ао;W;23/12/13;00:00;142.32;138.93;139.01;106191940
ГАЗПРОМ ао;W;30/12/13;00:00;139.39;138.28;138.75;20629660
ГАЗПРОМ ао;W;06/01/14;00:00;139.78;135.24;139.69;108238230
ГАЗПРОМ ао;W;13/01/14;00:00;140.94;135.6;137.22;182851000
ГАЗПРОМ ао;W;20/01/14;00:00;149.39;136.82;146.72;393417580
ГАЗПРОМ ао;W;27/01/14;00:00;149.95;144.51;145.16;372003880
ГАЗПРОМ ао;W;03/02/14;00:00;146.87;138.84;146.42;251783690
ГАЗПРОМ ао;W;10/02/14;00:00;149.48;145.33;148.84;232774690
ГАЗПРОМ ао;W;17/02/14;00:00;153.85;145.72;149.17;303147860
ГАЗПРОМ ао;W;24/02/14;00:00;150;137.03;139.2;322480690
ГАЗПРОМ ао;W;03/03/14;00:00;134.9;116.79;124.01;671730560
ГАЗПРОМ ао;W;10/03/14;00:00;124.29;114;118.6;369904160
ГАЗПРОМ ао;W;17/03/14;00:00;129.18;116.06;124.71;529051630
ГАЗПРОМ ао;W;24/03/14;00:00;134.73;122.3;132.95;398682540
ГАЗПРОМ ао;W;31/03/14;00:00;138.43;132;137.47;315171650
ГАЗПРОМ ао;W;07/04/14;00:00;136.19;130.1;134;345197810
ГАЗПРОМ ао;W;14/04/14;00:00;134.19;126.25;133.9;331115540
ГАЗПРОМ ао;W;21/04/14;00:00;134.44;124.38;125.4;276252260
ГАЗПРОМ ао;W;28/04/14;00:00;130.28;122.77;127;202347630
ГАЗПРОМ ао;W;05/05/14;00:00;137.2;125.15;135.63;237941920
ГАЗПРОМ ао;W;12/05/14;00:00;144.29;135.17;144.29;259965820
ГАЗПРОМ ао;W;19/05/14;00:00;149.1;143.3;144.3;426110180
ГАЗПРОМ ао;W;26/05/14;00:00;147.1;140.24;141.7;220811550
ГАЗПРОМ ао;W;02/06/14;00:00;145.96;140.7;143.97;221471370
ГАЗПРОМ ао;W;09/06/14;00:00;146.4;142.67;146.4;121226810
ГАЗПРОМ ао;W;16/06/14;00:00;147.69;142.58;145.6;233256090
ГАЗПРОМ ао;W;23/06/14;00:00;154.21;145.07;149.39;274938590
ГАЗПРОМ ао;W;30/06/14;00:00;153.66;146.58;149.13;210066050
ГАЗПРОМ ао;W;07/07/14;00:00;153.53;146.91;148.15;223110690
ГАЗПРОМ ао;W;14/07/14;00:00;148.8;136.5;139.26;264437900
ГАЗПРОМ ао;W;21/07/14;00:00;140.44;134.22;135.12;176800300
ГАЗПРОМ ао;W;28/07/14;00:00;135.41;130.1;131.5;197325350
ГАЗПРОМ ао;W;04/08/14;00:00;132.79;122.79;126.55;279827330
ГАЗПРОМ ао;W;11/08/14;00:00;133.47;127.24;132.67;224767540
ГАЗПРОМ ао;W;18/08/14;00:00;137.69;132.11;135;162799340
ГАЗПРОМ ао;W;25/08/14;00:00;136.99;131.81;131.95;152140890
ГАЗПРОМ ао;W;01/09/14;00:00;140.13;131;139;212227940
ГАЗПРОМ ао;W;08/09/14;00:00;140.82;136;137.56;148055410
ГАЗПРОМ ао;W;15/09/14;00:00;139.58;134.48;135.99;195257870
ГАЗПРОМ ао;W;22/09/14;00:00;138.96;134.6;137.11;155108860
ГАЗПРОМ ао;W;29/09/14;00:00;139.86;133.7;135.8;199063420
ГАЗПРОМ ао;W;06/10/14;00:00;139.63;132.09;133.21;185030790
ГАЗПРОМ ао;W;13/10/14;00:00;136.92;131.93;134.6;177013980
ГАЗПРОМ ао;W;20/10/14;00:00;136.18;131.42;133.99;150001830
ГАЗПРОМ ао;W;27/10/14;00:00;141.5;133.5;141.5;234070550
ГАЗПРОМ ао;W;03/11/14;00:00;147;140.26;144.5;210246140
ГАЗПРОМ ао;W;10/11/14;00:00;146.46;141;142.49;173209930
ГАЗПРОМ ао;W;17/11/14;00:00;145.99;141.53;145.01;137796200
ГАЗПРОМ ао;W;24/11/14;00:00;146;142;142.86;170736990
